relative_path,filename,category,extension,size_bytes,sha256
files/ai4research_restructured_feature_workbook_workflow_audited_dimensions.xlsx,ai4research_restructured_feature_workbook_workflow_audited_dimensions.xlsx,Feature inventory and QA,.xlsx,356298,edcde0511ade16d878d3f9241c15f6837ea69dd5b81668b7f6cf1d4189f0fbb5
files/ai4research_restructured_feature_workbook_workflow_finer_sorted.xlsx,ai4research_restructured_feature_workbook_workflow_finer_sorted.xlsx,Feature inventory and QA,.xlsx,335635,e4fbdb0817fde06dc762e8c0f1caae6ce11b8398a09d9d4b262fbab6745ed4a5
files/ai4research_restructured_feature_workbook_workflow_l2_pipeline.xlsx,ai4research_restructured_feature_workbook_workflow_l2_pipeline.xlsx,Feature inventory and QA,.xlsx,448248,010c15980e803ab3256d974b4d1db1bcc80a11772ff74a78cf8dda3cead47421
files/ai4research_restructured_feature_workbook_workflow_l2_pipeline_v2.xlsx,ai4research_restructured_feature_workbook_workflow_l2_pipeline_v2.xlsx,Feature inventory and QA,.xlsx,466004,97281e8c8cce5e570b6de5c06336d44dcc86f08d16eea8137021af268c95a4a5
files/ai4research_restructured_feature_workbook_workflow_l2_pipeline_v2_no_chinese_annotations.xlsx,ai4research_restructured_feature_workbook_workflow_l2_pipeline_v2_no_chinese_annotations.xlsx,Feature inventory and QA,.xlsx,370021,68bb4c17140d32e1ea8c978b48d483c8be8b36d6647ff3fe5eda6f10d8bb9cc6
files/ai4research_restructured_feature_workbook_workflow_refined.xlsx,ai4research_restructured_feature_workbook_workflow_refined.xlsx,Feature inventory and QA,.xlsx,316014,f5d9de1f8546391bd42fb09e98ef30d42eb7b2907edab2e6a5edc8061226c2ed
files/ai4research_test_execution_runbook.md,ai4research_test_execution_runbook.md,Feature inventory and QA,.md,4118,17a3d899c93cc825293d6c1e4dc3a304ed65ebe50736fec8f525b267de83894b
files/ai4research_three_part_level1_features.xlsx,ai4research_three_part_level1_features.xlsx,Feature inventory and QA,.xlsx,13446,0dae50c608100b6c4d3a8b50418455cb6db3d5bbba42aeebc7286a436dcef5d4
files/autosci_example_wiki.zip,autosci_example_wiki.zip,Fixtures and packaged evidence,.zip,15315,692710c6be06f06347049320ae9d46752bc056fe5f86579dc238b3e37d50ccb0
files/autosci_migration_coding_agent_prompt_2026-06-25.md,autosci_migration_coding_agent_prompt_2026-06-25.md,Coding-agent and review prompts,.md,49069,cb79cfb3a2dda60750ec8a0b5557c9c1a77539b1ee650b91398bd788a9dffa0e
files/autosci_perfect_run_acceptance_manifest.md,autosci_perfect_run_acceptance_manifest.md,"Plans, manifests, and status documents",.md,23133,21eb9120c0b6c9123a21e6bd9548e4a8c4e1d7c2c36050997e6f8a9c5764f1e7
files/autosci_perfect_run_acceptance_manifest.yaml,autosci_perfect_run_acceptance_manifest.yaml,"Plans, manifests, and status documents",.yaml,5653,c3cc410596a54e09b595d5481ebe3d93a910c9829a0a5d91b455aad10895bf21
files/autosci_solar_gap_analysis_2026-06-25.md,autosci_solar_gap_analysis_2026-06-25.md,"Plans, manifests, and status documents",.md,49849,fd06a275074cd94b80b4d70a411db89598fe53d6c4d9502dff627348b11b6e28
files/autosci_solar_info_20260701T234751Z.tgz,autosci_solar_info_20260701T234751Z.tgz,Raw evidence and extraction,.tgz,374361,53a9656bf4579a87149028d262c310da489b7b165dbded162183fb4ef66372a9
files/autosci_solar_native_implementation_plan(1)(1).md,autosci_solar_native_implementation_plan(1)(1).md,"Plans, manifests, and status documents",.md,52283,3fd380d97a681e5854a6d5434fa33382ea0ab288f6cab697f2e71aaa3598915d
files/autosci_solar_native_implementation_plan(1).md,autosci_solar_native_implementation_plan(1).md,"Plans, manifests, and status documents",.md,52283,3fd380d97a681e5854a6d5434fa33382ea0ab288f6cab697f2e71aaa3598915d
files/autosci_solar_native_implementation_plan.md,autosci_solar_native_implementation_plan.md,"Plans, manifests, and status documents",.md,52426,a952d4b12cb74f9ceca4a062ed96c591fb710c56bd94b1bdc1b2239ba86b37d4
files/fa921640-d5ea-4446-bbde-aa0020b04136.png,fa921640-d5ea-4446-bbde-aa0020b04136.png,Architecture and visual artifacts,.png,593745,4a8a8c53031226f82754ad365de74d8430076c74805a628f00eebd71b81f2913
files/final_git_status.txt,final_git_status.txt,Raw evidence and extraction,.txt,2405,91a96679519296ced364fe3674a4ed942fa56905b177d586a08c823e304e8cea
files/final_paths.txt,final_paths.txt,Raw evidence and extraction,.txt,129,de644f703f9ddfa7b8ac006a10fd209ba04a30625e7973183cdcf800f6e39a2f
files/initial_git_status.txt,initial_git_status.txt,Raw evidence and extraction,.txt,2405,91a96679519296ced364fe3674a4ed942fa56905b177d586a08c823e304e8cea
files/native_file__claude_skills_paper-compile_SKILL_md.txt,native_file__claude_skills_paper-compile_SKILL_md.txt,Raw evidence and extraction,.txt,9523,c8de0df6e6e3fa1e359e9462648a5405ed20493177b64bac7116ae94607e38c6
files/native_file_tools_init_discovery_py.txt,native_file_tools_init_discovery_py.txt,Raw evidence and extraction,.txt,17660,6316a31d9768b7c5ba9a0bc6453c12fbe4ae054b3a81996cfef170fac2d4a945
files/native_file_tools_research_wiki_py.txt,native_file_tools_research_wiki_py.txt,Raw evidence and extraction,.txt,18760,175831ed214e3698e1d5afd1b87dcd47be3a4666b8d6da41671296efc7153783
files/open_solar_artifact_hygiene.txt,open_solar_artifact_hygiene.txt,Raw evidence and extraction,.txt,3751,59f8f228be00721fc4c4388be1a3dfc355182977b03955a1486a2401895708b9
files/open_solar_autosci_manifest.yaml,open_solar_autosci_manifest.yaml,Raw evidence and extraction,.yaml,2079,206238bb57d7d30e057dcb3e56709b530d0d31731005e3d4e64928fc7deb29d8
files/open_solar_git_status_after_tests.txt,open_solar_git_status_after_tests.txt,Raw evidence and extraction,.txt,146,f533446f5df243d50d4fd0058018f0b235da82218ef63c06481fbdc70496e9b4
files/open_solar_ls_files.txt,open_solar_ls_files.txt,Raw evidence and extraction,.txt,617453,1aad44911da813b195453e08f27d08453339c10628346d07ed71885944103982
files/open_solar_manual_product_smoke.txt,open_solar_manual_product_smoke.txt,Raw evidence and extraction,.txt,37691,423b9485a2ce6959c5620eae8dafd339d14a55b00ed4263b3ca7e23fe2cd4f40
files/open_solar_run_scientific_workflow_head.txt,open_solar_run_scientific_workflow_head.txt,Raw evidence and extraction,.txt,10834,1ca81b82b006919679f03c114a2aa9f6dd99f36f22bdaa008f93882df0c90c84
files/open_solar_shim_head.txt,open_solar_shim_head.txt,Raw evidence and extraction,.txt,4728,2257ff88f3a3726700670a9ed6d08cda26981007ba21dcc54188f083c8de5cd4
files/qa_inventory_test_mapping_and_pass_fail_merged(1).xlsx,qa_inventory_test_mapping_and_pass_fail_merged(1).xlsx,Feature inventory and QA,.xlsx,196052,ce8a55ccb4a28be998814e154aa8def0d000f7dc69acc70e1b0bb2c4898d2910
files/qa_inventory_test_mapping_and_pass_fail_merged(2).xlsx,qa_inventory_test_mapping_and_pass_fail_merged(2).xlsx,Feature inventory and QA,.xlsx,196052,ce8a55ccb4a28be998814e154aa8def0d000f7dc69acc70e1b0bb2c4898d2910
files/qa_inventory_test_mapping_and_pass_fail_merged.xlsx,qa_inventory_test_mapping_and_pass_fail_merged.xlsx,Feature inventory and QA,.xlsx,196052,ce8a55ccb4a28be998814e154aa8def0d000f7dc69acc70e1b0bb2c4898d2910
files/slide-1.png,slide-1.png,Architecture and visual artifacts,.png,316508,394c317c96d69a3711d4bd0dcd12154ca0b938edcd1a31a933dc1ffb286aecba
files/solar-architecture-deck.html,solar-architecture-deck.html,Architecture and visual artifacts,.html,267217,5450f3a6c049b5961c5dfc1237d771ce4a1e7eb5e061f529d1cbe559ca2a7eae
files/solar_autosci_strict_parity_audit_prompt.md,solar_autosci_strict_parity_audit_prompt.md,Coding-agent and review prompts,.md,25867,c8a2577ac48f4633af7b8dbf3a26a16970332c44b5dc994c0f5c05636def0efd
files/stellven_file_core_daemon_skill-dispatcher_ts.txt,stellven_file_core_daemon_skill-dispatcher_ts.txt,Raw evidence and extraction,.txt,2536,f62e4f3b6147094e652a3df2d9df448cb17f8575808548768fc056912d7a430f
files/stellven_file_harness_config_logical-operators_json.txt,stellven_file_harness_config_logical-operators_json.txt,Raw evidence and extraction,.txt,11830,a950bed81c7bad3de8a2d7364c37c669377e4d616bc28de474ddef043bf70da5
files/stellven_only_files.txt,stellven_only_files.txt,Raw evidence and extraction,.txt,6000,4a8f86cbfea699a17f857182f4952ad024eb51b6b7e524d21b452326b80b837e
files/stellven_runtime_tree.txt,stellven_runtime_tree.txt,Raw evidence and extraction,.txt,67464,8561e00d3fa23a0801f42791392868667867e499f19dc1343f2b5a36e7886c67
files/跨领域大颗粒技术规划的机制和方法研究报告_AI4Research增强版.docx,跨领域大颗粒技术规划的机制和方法研究报告_AI4Research增强版.docx,Technical and project reports,.docx,64346,ca67da1f71eb3d20f6034c198b5ef17b1fbdbe4dbfa0467d7fb4698cbc0b7130
